row_id,emoji,unicode,unicode_slug,name,unicode_description,emojinet_name,emojinet_category,emojinet_shortcode,emojinet_definition,emojinet_keywords,canonical_unicode_image_path,available_vendor_count,available_vendors,has_apple,has_google,has_facebook,has_windows,has_twitter,has_joypixels,has_samsung,has_gmail,has_softbank,has_docomo,has_kddi
1502,🉐,U+1F250,U+1F250,Japanese “bargain” button,Japanese “bargain” button,Japanese “bargain” button,Enclosed Ideographic Supplement -> Circled ideographs,:ideograph_advantage:,Denotes a “good bargain” in Japanese. Japanese “bargain” Button was approved as part of Unicode 6.0 in 2010 under the name “Circled Ideograp http://emojipedia.org/circled-ideograph-advantage/,japanese|?|“bargain”|ideograph,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
1503,🈹,U+1F239,U+1F239,Japanese “discount” button,Japanese “discount” button,Japanese “discount” button,Enclosed Ideographic Supplement -> Squared ideographs,:u5272:,"Symbol for a sale, or bargain prices in Japan (“cut prices”). Literally translated, this character means to cut or divide. CJK Ideographs ar http://emojipedia.org/squared-cjk-unified-ideograph-5272/",japanese|?|“discount”|ideograph,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
1504,🈚,U+1F21A,U+1F21A,Japanese “free of charge” button,Japanese “free of charge” button,Japanese “free of charge” button,Enclosed Ideographic Supplement -> Squared ideographs and kana from ARIB STD B24,:u7121:,"This means to lack, or have none of something. CJK Ideographs are characters used in Chinese, Japanese and Korean languages. Their writing s http://emojipedia.org/squared-cjk-unified-ideograph-7121/",japanese|?|“free of charge”|ideograph,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank,1,1,1,1,1,1,1,1,1,0,0
1505,🈲,U+1F232,U+1F232,Japanese “prohibited” button,Japanese “prohibited” button,Japanese “prohibited” button,Enclosed Ideographic Supplement -> Squared ideographs,:u7981:,"This Emoji means “prohibit, restrict or forbid” in Japanese. CJK Ideographs are characters used in Chinese, Japanese and Korean languages. T http://emojipedia.org/squared-cjk-unified-ideograph-7981/",japanese|?|“prohibited”|ideograph,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|DoCoMo,1,1,1,1,1,1,1,1,0,1,0
1506,🉑,U+1F251,U+1F251,Japanese “acceptable” button,Japanese “acceptable” button,Japanese “acceptable” button,Enclosed Ideographic Supplement -> Circled ideographs,:accept:,Japanese “acceptable” Button was approved as part of Unicode 6.0 in 2010 under the name “Circled Ideograph Accept” and added to Emoji 1.0 in http://emojipedia.org/circled-ideograph-accept/,japanese|?|“acceptable”|ideograph,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
1507,🈸,U+1F238,U+1F238,Japanese “application” button,Japanese “application” button,Japanese “application” button,Enclosed Ideographic Supplement -> Squared ideographs,:u7533:,This Emoji has two meanings. One meaning is “request” in Japanese. An alternative meaning is “monkey” in the Chinese zodiac. It is commonly  http://emojipedia.org/squared-cjk-unified-ideograph-7533/,japanese|?|“application”|ideograph,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank,1,1,1,1,1,1,1,1,1,0,0
1508,🈴,U+1F234,U+1F234,Japanese “passing grade” button,Japanese “passing grade” button,Japanese “passing grade” button,Enclosed Ideographic Supplement -> Squared ideographs,:u5408:,"Means “agreement” in Japanese. More literally, it means to unite, or join together. CJK Ideographs are characters used in Chinese, Japanese  http://emojipedia.org/squared-cjk-unified-ideograph-5408/",japanese|?|ideograph|“passing grade”,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|DoCoMo,1,1,1,1,1,1,1,1,0,1,0
1509,🈳,U+1F233,U+1F233,Japanese “vacancy” button,Japanese “vacancy” button,Japanese “vacancy” button,Enclosed Ideographic Supplement -> Squared ideographs,:u7a7a:,This ? character means empty and available in Japanese. This is used in the context of an empty parking space or a vacant hotel room. CJK Id http://emojipedia.org/squared-cjk-unified-ideograph-7a7a/,japanese|?|“vacancy”|ideograph,,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1
1510,㊗,U+3297,U+3297,Japanese “congratulations” button,,Japanese “congratulations” button,Enclosed CJK Letters And Months -> Circled ideographs,:congratulations:,"Translated from Japanese, this means ""congratulations"" or ""pray for happiness"". Japanese “congratulations” Button was approved as part of Un http://emojipedia.org/circled-ideograph-congratulation/",japanese|?|“congratulations”|ideograph,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
1511,㊙,U+3299,U+3299,Japanese “secret” button,,Japanese “secret” button,Enclosed CJK Letters And Months -> Circled ideographs,:secret:,Japanese “secret” Button was approved as part of Unicode 1.1 in 1993 under the name “Circled Ideograph Secret” and added to Emoji 1.0 in 201 http://emojipedia.org/circled-ideograph-secret/,japanese|?|“secret”|ideograph,,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1
1512,🈺,U+1F23A,U+1F23A,Japanese “open for business” button,Japanese “open for business” button,Japanese “open for business” button,Enclosed Ideographic Supplement -> Squared ideographs,:u55b6:,Means “work” in Japanese.  This Emoji used to mean “open for business” and precedes business hours. CJK Ideographs are characters used in Ch http://emojipedia.org/squared-cjk-unified-ideograph-55b6/,japanese|?|“open for business”|ideograph,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
1513,🈵,U+1F235,U+1F235,Japanese “no vacancy” button,Japanese “no vacancy” button,Japanese “no vacancy” button,Enclosed Ideographic Supplement -> Squared ideographs,:u6e80:,"This emoji means “full” in Japanese, usually used to denote “full capacity” such as a gas/petrol tank on a car or pre-paid phone card. CJK I http://emojipedia.org/squared-cjk-unified-ideograph-6e80/",“no vacancy”|japanese|?|ideograph,,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1
1514,🔴,U+1F534,U+1F534,red circle,red circle,red circle,Miscellaneous Symbols And Pictographs -> Geometric shapes,:red_circle:,Red Circle was approved as part of Unicode 6.0 in 2010 under the name “Large Red Circle” and added to Emoji 1.0 in 2015. Copy and paste this http://emojipedia.org/large-red-circle/,red|circle|geometric,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
1515,🟠,U+1F7E0,U+1F7E0,orange circle,orange circle,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
1516,🟡,U+1F7E1,U+1F7E1,yellow circle,yellow circle,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
1517,🟢,U+1F7E2,U+1F7E2,green circle,green circle,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
1518,🔵,U+1F535,U+1F535,blue circle,blue circle,blue circle,Miscellaneous Symbols And Pictographs -> Geometric shapes,:large_blue_circle:,Blue Circle was approved as part of Unicode 6.0 in 2010 under the name “Large Blue Circle” and added to Emoji 1.0 in 2015. Copy and paste th http://emojipedia.org/large-blue-circle/,blue|circle|geometric,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
1519,🟣,U+1F7E3,U+1F7E3,purple circle,purple circle,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
1520,🟤,U+1F7E4,U+1F7E4,brown circle,brown circle,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
1521,⚫,U+26AB,U+26AB,black circle,black circle,black circle,Miscellaneous Symbols -> Circles,:black_circle:,Black Circle was approved as part of Unicode 4.1 in 2005 under the name “Medium Black Circle” and added to Emoji 1.0 in 2015. Copy and paste http://emojipedia.org/medium-black-circle/,circle|geometric,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
1522,⚪,U+26AA,U+26AA,white circle,white circle,white circle,Miscellaneous Symbols -> Circles,:white_circle:,White Circle was approved as part of Unicode 4.1 in 2005 under the name “Medium White Circle” and added to Emoji 1.0 in 2015. Copy and paste http://emojipedia.org/medium-white-circle/,circle|geometric,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
1523,🟥,U+1F7E5,U+1F7E5,red square,red square,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
1524,🟧,U+1F7E7,U+1F7E7,orange square,orange square,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
1525,🟨,U+1F7E8,U+1F7E8,yellow square,yellow square,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
1526,🟩,U+1F7E9,U+1F7E9,green square,green square,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
1527,🟦,U+1F7E6,U+1F7E6,blue square,blue square,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
1528,🟪,U+1F7EA,U+1F7EA,purple square,purple square,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
1529,🟫,U+1F7EB,U+1F7EB,brown square,brown square,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
1530,⬛,U+2B1B,U+2B1B,black large square,black large square,black large square,Miscellaneous Symbols And Arrows -> Squares,:black_large_square:,Black Large Square was approved as part of Unicode 5.1 in 2008 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/black-large-square/,square|geometric,,8,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|KDDI,1,1,1,1,1,1,1,0,0,0,1
1531,⬜,U+2B1C,U+2B1C,white large square,white large square,white large square,Miscellaneous Symbols And Arrows -> Squares,:white_large_square:,White Large Square was approved as part of Unicode 5.1 in 2008 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/white-large-square/,square|geometric,,8,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|KDDI,1,1,1,1,1,1,1,0,0,0,1
1532,◼,U+25FC,U+25FC,black medium square,,black medium square,Geometric Shapes -> Geometric shapes,:black_medium_square:,Black Medium Square was approved as part of Unicode 3.2 in 2002 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/black-medium-square/,square|geometric,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
1533,◻,U+25FB,U+25FB,white medium square,,white medium square,Geometric Shapes -> Geometric shapes,:white_medium_square:,White Medium Square was approved as part of Unicode 3.2 in 2002 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/white-medium-square/,square|geometric,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
1534,◾,U+25FE,U+25FE,black medium-small square,black medium-small square,black medium-small square,Geometric Shapes -> Geometric shapes,:black_medium_small_square:,Black Medium-small Square was approved as part of Unicode 3.2 in 2002 under the name “Black Medium Small Square” and added to Emoji 1.0 in 2 http://emojipedia.org/black-medium-small-square/,square|geometric,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
1535,◽,U+25FD,U+25FD,white medium-small square,white medium-small square,white medium-small square,Geometric Shapes -> Geometric shapes,:white_medium_small_square:,White Medium-small Square was approved as part of Unicode 3.2 in 2002 under the name “White Medium Small Square” and added to Emoji 1.0 in 2 http://emojipedia.org/white-medium-small-square/,square|geometric,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
1536,▪,U+25AA,U+25AA,black small square,,black small square,Geometric Shapes -> Geometric shapes,:black_small_square:,Black Small Square was approved as part of Unicode 1.1 in 1993 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/black-small-square/,square|geometric,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
1537,▫,U+25AB,U+25AB,white small square,,white small square,Geometric Shapes -> Geometric shapes,:white_small_square:,White Small Square was approved as part of Unicode 1.1 in 1993 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/white-small-square/,square|geometric,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
1538,🔶,U+1F536,U+1F536,large orange diamond,large orange diamond,large orange diamond,Miscellaneous Symbols And Pictographs -> Geometric shapes,:large_orange_diamond:,A larger version of the small orange diamond emoji. Large Orange Diamond was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0  http://emojipedia.org/large-orange-diamond/,orange|geometric|diamond,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
1539,🔷,U+1F537,U+1F537,large blue diamond,large blue diamond,large blue diamond,Miscellaneous Symbols And Pictographs -> Geometric shapes,:large_blue_diamond:,Large Blue Diamond was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/large-blue-diamond/,blue|geometric|diamond,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
1540,🔸,U+1F538,U+1F538,small orange diamond,small orange diamond,small orange diamond,Miscellaneous Symbols And Pictographs -> Geometric shapes,:small_orange_diamond:,A small version of the large orange diamond emoji. Small Orange Diamond was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 i http://emojipedia.org/small-orange-diamond/,orange|geometric|diamond,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
1541,🔹,U+1F539,U+1F539,small blue diamond,small blue diamond,small blue diamond,Miscellaneous Symbols And Pictographs -> Geometric shapes,:small_blue_diamond:,Small Blue Diamond was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/small-blue-diamond/,blue|geometric|diamond,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
1542,🔺,U+1F53A,U+1F53A,red triangle pointed up,red triangle pointed up,red triangle pointed up,Miscellaneous Symbols And Pictographs -> User interface symbols,:small_red_triangle:,Red Triangle Pointed Up was approved as part of Unicode 6.0 in 2010 under the name “Up-Pointing Red Triangle” and added to Emoji 1.0 in 2015 http://emojipedia.org/up-pointing-red-triangle/,red|geometric,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
1543,🔻,U+1F53B,U+1F53B,red triangle pointed down,red triangle pointed down,red triangle pointed down,Miscellaneous Symbols And Pictographs -> User interface symbols,:small_red_triangle_down:,Red Triangle Pointed Down was approved as part of Unicode 6.0 in 2010 under the name “Down-Pointing Red Triangle” and added to Emoji 1.0 in  http://emojipedia.org/down-pointing-red-triangle/,red|geometric|down,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
1544,💠,U+1F4A0,U+1F4A0,diamond with a dot,diamond with a dot,diamond with a dot,Miscellaneous Symbols And Pictographs -> Comic style symbols,:diamond_shape_with_a_dot_inside:,"A glyph that is used for kawaii in Japan, resembling the shape of a flower. Diamond With a Dot was approved as part of Unicode 6.0 in 2010 u http://emojipedia.org/diamond-shape-with-a-dot-inside/",inside|comic|geometric|diamond,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|DoCoMo,1,1,1,1,1,1,1,1,0,1,0
1545,🔘,U+1F518,U+1F518,radio button,radio button,radio button,Miscellaneous Symbols And Pictographs -> User interface symbols,:radio_button:,"A radio button user interface element, used in form fields with two or more choices. Differs from a checkbox, in that only one response can  http://emojipedia.org/radio-button/",radio|button|geometric,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
1546,🔳,U+1F533,U+1F533,white square button,white square button,white square button,Miscellaneous Symbols And Pictographs -> Geometric shapes,:white_square_button:,White Square Button. White Square Button was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Copy and paste this emo http://emojipedia.org/white-square-button/,button|outlined|square|geometric,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank,1,1,1,1,1,1,1,1,1,0,0
1547,🔲,U+1F532,U+1F532,black square button,black square button,black square button,Miscellaneous Symbols And Pictographs -> Geometric shapes,:black_square_button:,Black Square Button was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/black-square-button/,button|square|geometric,,8,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|SoftBank,1,1,1,1,1,1,1,0,1,0,0
1548,🏁,U+1F3C1,U+1F3C1,chequered flag,chequered flag,chequered flag,Miscellaneous Symbols And Pictographs -> Sport symbols,:checkered_flag:,"A flag with black and white squares shown in a checkerboard pattern, used to signal the start or end of a motor car race. Chequered Flag was http://emojipedia.org/chequered-flag/",checkered|racing|chequered,,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1
1549,🚩,U+1F6A9,U+1F6A9,triangular flag,triangular flag,triangular flag,Transport And Map Symbols -> Signage and other symbols,:triangular_flag_on_post:,"A triangular red flag on a post. Most commonly associated with golf, as shown in the flag in hole emoji. Triangular Flag was approved as par http://emojipedia.org/triangular-flag-on-post/",post,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|DoCoMo|KDDI,1,1,1,1,1,1,1,1,0,1,1
1550,🎌,U+1F38C,U+1F38C,crossed flags,crossed flags,crossed flags,Miscellaneous Symbols And Pictographs -> Celebration symbols,:crossed_flags:,"Two Japanese Flags, crossed at the base. Except on Samsung devices, which display two South Korean flags. Crossed Flags was approved as part http://emojipedia.org/crossed-flags/",japanese|celebration|crossed|cross,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Gmail|SoftBank|KDDI,1,1,1,1,1,1,0,1,1,0,1
1551,🏴,U+1F3F4,U+1F3F4,black flag,black flag,black flag,Miscellaneous Symbols And Pictographs -> Flag symbols,,Black Flag was approved as part of Unicode 7.0 in 2014 under the name “Waving Black Flag” and added to Emoji 1.0 in 2015. Copy and paste thi http://emojipedia.org/waving-black-flag/,waving,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
1552,🏳,U+1F3F3,U+1F3F3,white flag,,white flag,Miscellaneous Symbols And Pictographs -> Flag symbols,,"A white flag, shown waving on a post. Traditionally used as a sign of surrender, the meaning of this flag as an emoji is less defined. White http://emojipedia.org/waving-white-flag/",waving,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
1553,🏳️‍🌈,U+1F3F3 U+FE0F U+200D U+1F308,U+1F3F3-U+FE0F-U+200D-U+1F308,rainbow flag,rainbow flag,rainbow flag,,,"A flag with six colors of the rainbow, generally including red, orange, yellow, green, blue and purple. Commonly used by the LGBT movement a http://emojipedia.org/rainbow-flag/",rainbow,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
1554,🏳️‍⚧️,U+1F3F3 U+FE0F U+200D U+26A7 U+FE0F,U+1F3F3-U+FE0F-U+200D-U+26A7-U+FE0F,transgender flag,transgender flag,,,,,,,5,Apple|Google|Facebook|Twitter|JoyPixels,1,1,1,0,1,1,0,0,0,0,0
1555,🏴‍☠️,U+1F3F4 U+200D U+2620 U+FE0F,U+1F3F4-U+200D-U+2620-U+FE0F,pirate flag,pirate flag,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
1556,🇦🇨,U+1F1E6 U+1F1E8,U+1F1E6-U+1F1E8,flag: Ascension Island,flag: Ascension Island,Ascension Island,,,"The flag for Ascension Island, which may show as the letters AC on some platforms. This same flag is used for St. Helena and Tristan Da Cunh http://emojipedia.org/flag-for-ascension-island/",flag,,6,Apple|Google|Facebook|Twitter|JoyPixels|Samsung,1,1,1,0,1,1,1,0,0,0,0
1557,🇦🇩,U+1F1E6 U+1F1E9,U+1F1E6-U+1F1E9,flag: Andorra,flag: Andorra,Andorra,,,"The flag for Andorra, which may show as the letters AD on some platforms. The Flag for Andorra emoji is a sequence of the ?? Regional Indica http://emojipedia.org/flag-for-andorra/",flag,,6,Apple|Google|Facebook|Twitter|JoyPixels|Samsung,1,1,1,0,1,1,1,0,0,0,0
1558,🇦🇪,U+1F1E6 U+1F1EA,U+1F1E6-U+1F1EA,flag: United Arab Emirates,flag: United Arab Emirates,United Arab Emirates,,,"The flag for United Arab Emirates, which may show as the letters AE on some platforms. The Flag for United Arab Emirates emoji is a sequence http://emojipedia.org/flag-for-united-arab-emirates/",flag,,6,Apple|Google|Facebook|Twitter|JoyPixels|Samsung,1,1,1,0,1,1,1,0,0,0,0
1559,🇦🇫,U+1F1E6 U+1F1EB,U+1F1E6-U+1F1EB,flag: Afghanistan,flag: Afghanistan,Afghanistan,,,"The flag for Afghanistan, which may show as the letters AF on some platforms. The Flag for Afghanistan emoji is a sequence of the ?? Regiona http://emojipedia.org/flag-for-afghanistan/",flag,,6,Apple|Google|Facebook|Twitter|JoyPixels|Samsung,1,1,1,0,1,1,1,0,0,0,0
1560,🇦🇬,U+1F1E6 U+1F1EC,U+1F1E6-U+1F1EC,flag: Antigua & Barbuda,flag: Antigua & Barbuda,Antigua & Barbuda,,,The Flag for Antigua & Barbuda emoji is a sequence of the ?? Regional Indicator Symbol Let­ter A and ?? Regional Indicator Symbol Let­ter G  http://emojipedia.org/flag-for-antigua-barbuda/,flag,,6,Apple|Google|Facebook|Twitter|JoyPixels|Samsung,1,1,1,0,1,1,1,0,0,0,0
1561,🇦🇮,U+1F1E6 U+1F1EE,U+1F1E6-U+1F1EE,flag: Anguilla,flag: Anguilla,Anguilla,,,"The flag for Anguilla, which may show as the letters AI on some platforms. The Flag for Anguilla emoji is a sequence of the ?? Regional Indi http://emojipedia.org/flag-for-anguilla/",flag,,6,Apple|Google|Facebook|Twitter|JoyPixels|Samsung,1,1,1,0,1,1,1,0,0,0,0
1562,🇦🇱,U+1F1E6 U+1F1F1,U+1F1E6-U+1F1F1,flag: Albania,flag: Albania,Albania,,,"The flag for Albania, which may show as the letters AL on some platforms. The Flag for Albania emoji is a sequence of the ?? Regional Indica http://emojipedia.org/flag-for-albania/",flag,,6,Apple|Google|Facebook|Twitter|JoyPixels|Samsung,1,1,1,0,1,1,1,0,0,0,0
1563,🇦🇲,U+1F1E6 U+1F1F2,U+1F1E6-U+1F1F2,flag: Armenia,flag: Armenia,Armenia,,,"The flag for Armenia, which may show as the letters AM on some platforms. The Flag for Armenia emoji is a sequence of the ?? Regional Indica http://emojipedia.org/flag-for-armenia/",flag,,6,Apple|Google|Facebook|Twitter|JoyPixels|Samsung,1,1,1,0,1,1,1,0,0,0,0
1564,🇦🇴,U+1F1E6 U+1F1F4,U+1F1E6-U+1F1F4,flag: Angola,flag: Angola,Angola,,,"The flag for Angola, which may show as the letters A and O on some platforms. The Flag for Angola emoji is a sequence of the ?? Regional Ind http://emojipedia.org/flag-for-angola/",flag,,6,Apple|Google|Facebook|Twitter|JoyPixels|Samsung,1,1,1,0,1,1,1,0,0,0,0
1565,🇦🇶,U+1F1E6 U+1F1F6,U+1F1E6-U+1F1F6,flag: Antarctica,flag: Antarctica,Antarctica,,,"The flag for Antarctica, which may show as the letters AQ on some platforms. The Flag for Antarctica emoji is a sequence of the ?? Regional  http://emojipedia.org/flag-for-antarctica/",flag,,6,Apple|Google|Facebook|Twitter|JoyPixels|Samsung,1,1,1,0,1,1,1,0,0,0,0
1566,🇦🇷,U+1F1E6 U+1F1F7,U+1F1E6-U+1F1F7,flag: Argentina,flag: Argentina,Argentina,,,"The flag for Argentina, which may show as the letters AR on some platforms. The Flag for Argentina emoji is a sequence of the ?? Regional In http://emojipedia.org/flag-for-argentina/",flag,,6,Apple|Google|Facebook|Twitter|JoyPixels|Samsung,1,1,1,0,1,1,1,0,0,0,0
1567,🇦🇸,U+1F1E6 U+1F1F8,U+1F1E6-U+1F1F8,flag: American Samoa,flag: American Samoa,American Samoa,,,"The flag for American Samoa, which may show as the letters AS on some platforms. The Flag for American Samoa emoji is a sequence of the ?? R http://emojipedia.org/flag-for-american-samoa/",flag,,6,Apple|Google|Facebook|Twitter|JoyPixels|Samsung,1,1,1,0,1,1,1,0,0,0,0
1568,🇦🇹,U+1F1E6 U+1F1F9,U+1F1E6-U+1F1F9,flag: Austria,flag: Austria,Austria,,,"The flag for Austria, which may show as the letters AT on some platforms. The Flag for Austria emoji is a sequence of the ?? Regional Indica http://emojipedia.org/flag-for-austria/",flag,,6,Apple|Google|Facebook|Twitter|JoyPixels|Samsung,1,1,1,0,1,1,1,0,0,0,0
1569,🇦🇺,U+1F1E6 U+1F1FA,U+1F1E6-U+1F1FA,flag: Australia,flag: Australia,Australia,,,"The flag for Australia, which may show as the letters AU on some platforms. The Flag for Australia emoji is a sequence of the ?? Regional In http://emojipedia.org/flag-for-australia/",flag,,6,Apple|Google|Facebook|Twitter|JoyPixels|Samsung,1,1,1,0,1,1,1,0,0,0,0
1570,🇦🇼,U+1F1E6 U+1F1FC,U+1F1E6-U+1F1FC,flag: Aruba,flag: Aruba,Aruba,,,"The flag for Aruba, which may show as the letters AW on some platforms. The Flag for Aruba emoji is a sequence of the ?? Regional Indicator  http://emojipedia.org/flag-for-aruba/",flag,,6,Apple|Google|Facebook|Twitter|JoyPixels|Samsung,1,1,1,0,1,1,1,0,0,0,0
1571,🇦🇽,U+1F1E6 U+1F1FD,U+1F1E6-U+1F1FD,flag: Åland Islands,flag: Åland Islands,Åland Islands,,,"The flag for Åland Islands, which may show as the letters AX on some platforms. The Flag for Åland Islands emoji is a sequence of the ?? Reg http://emojipedia.org/flag-for-aland-islands/",flag,,6,Apple|Google|Facebook|Twitter|JoyPixels|Samsung,1,1,1,0,1,1,1,0,0,0,0
